"型号品名";"规格";"加工要求";"单位";"进货价";"销售价";"类别";"品牌";"goodsID"
"QCG1-060C奥黛丽赫本单层床笠";"180*200*25";;"件";"230.00";"796.00";"床上用品";"慕思.歌蒂娅";"1083"
"QCG1-1006原配床笠";"D=210";"9300色";"件";"307.00";"1016.00";"床上用品";"慕思.歌蒂娅";"2563"
"QCG1-1039羽丝绒枕芯";"52*85";;"个";"0.00";"353.00";"床上用品";"慕思.歌蒂娅";"7484"
"DZZ1-004标准贴芯被胆";"240*250";"3000g";"件";"0.00";"1650.00";"床上用品";"慕思.歌蒂娅";"8158"
"QCG1-006单层床笠";"180*200";;"件";"189.00";"540.00";"床上用品";"慕思.歌蒂娅";"1142"
"QCG1-1602露易丝被套";"220*240";;"件";"0.00";"1210.00";"床上用品";"慕思.歌蒂娅";"6268"
"QCG1-1027海瑟薇单层床笠";"90*200";"分体床笠";"件";"370.00";"1216.00";"床上用品";"慕思.歌蒂娅";"1053"
"QCG1-057安地斯单层床笠";"90*200";"分体床笠";"件";"140.00";"441.00";"床上用品";"慕思.歌蒂娅";"1101"
"QCG1-046梅力纳被套";"245*240";;"件";"437.00";"1377.00";"床上用品";"慕思.歌蒂娅";"1116"
"QFD1-003B金海岸床上用品7件套";"180*200";"被套1+被芯1+裥棉床笠1+枕套2+枕芯2";"套";"1241.00";"3723.00";"床上用品";"慕思.V6";"478"
"QFD1-131海珀裥棉床笠";"150*200*17";;"件";"0.00";"0.00";"床上用品";"慕思.V6";"5184"
"QFC1-009路虎裥棉床笠";"180*200";;"件";"287.00";"819.00";"床上用品";"慕思.V6";"377"
"QFZ1-009单层床笠";"180*185*30";;"件";"198.00";"576.00";"床上用品";"慕思.V6";"2318"
"QFB1-033幸福花开裥棉床笠";"180*200*35";;"件";"287.00";"983.00";"床上用品";"慕思.V6";"6599"
"QFD1-012绚丽裥棉床笠";"90*200";;"件";"179.00";"536.00";"床上用品";"慕思.V6";"508"
"QFA1-125寐信封枕套";"52*85";;"个";"128.00";"384.00";"床上用品";"慕思.V6";"235"
"QFC1-013莎朗裥棉床笠";"128*282*10";"V3-0008";"件";"0.00";"1023.00";"床上用品";"慕思.V6";"8029"
"QFB1-115深海床上用品7件套";"180*200";"被套1+被芯1+裥棉床笠1+枕套2+枕芯2";"套";"1271.00";"3813.00";"床上用品";"慕思.V6";"453"
"QFD1-123左右床上用品7件套";"180*200";"被套1+被芯1+裥棉床笠1+枕套2+枕芯2";"套";"1261.00";"3783.00";"床上用品";"慕思.V6";"538"
"QF21-008负离子夏被";"250*240";;"件";"410.00";"1230.00";"床上用品";"慕思.V6";"607"
"VB-039信封枕套";"52*91";;"个";"0.00";"280.00";"床上用品";"慕思.V6";"4087"
"QFC1-119芭莎床上用品7件套";"180*200";"被套1+被芯1+裥棉床笠1+枕套2+枕芯2";"套";"1233.00";"3699.00";"床上用品";"慕思.V6";"405"
"QFD1-029炽爱裥棉床笠";"180*200";;"件";"273.00";"819.00";"床上用品";"慕思.V6";"554"
"QFB1-019生活家裥棉床笠";"180*200*30";;"件";"287.00";"983.00";"床上用品";"慕思.V6";"2323"
"QFD1-008极光裥棉床笠";"180*200";;"件";"273.00";"819.00";"床上用品";"慕思.V6";"497"
"QFA1-002爱妮岛双边枕套";"52*91";;"个";"105.00";"315.00";"床上用品";"慕思.V6";"2311"
"BCK1-172底座布套";"180*200";"配BCK1-172-D1/K114";"件";"0.00";"0.00";"床上用品";"慕思.V6";"7344"
"QFC1-013莎朗床品7件套";"180*200";"被套被胆各1/250*240/枕套枕芯各2/52*85/床笠180*200";"套";"0.00";"3996.00";"床上用品";"慕思.V6";"5058"
"QFB1-106蓝精灵小方抱枕套";"45*45";;"个";"63.00";"189.00";"床上用品";"慕思.V6";"444"
"QFD1-107被芯";"250*240";;"件";"0.00";"0.00";"床上用品";"慕思.V6";"4705"
"QFD1-027风度宽边枕套";"52*85";;"个";"65.00";"195.00";"床上用品";"慕思.V6";"529"
"QFB1-136初晴信封枕套";"52*85";;"个";"80.00";"240.00";"床上用品";"慕思.V6";"600"
"QFC1-032观澜裥棉床笠";"180*200";;"件";"0.00";"819.00";"床上用品";"慕思.V6";"4522"
"QFC1-009单层床笠";"150*200*17";;"件";"0.00";"504.00";"床上用品";"慕思.V6";"5162"
"QFD1-001步步高升裥棉床笠";"180*200";;"件";"273.00";"819.00";"床上用品";"慕思.V6";"468"
"VB-100小方抱枕套";"45*45";"停产";"个";"60.00";"180.00";"床上用品";"慕思.V6";"3096"
"QFB1-006天鹅堡裥棉床笠";"180*200";;"件";"273.00";"819.00";"床上用品";"慕思.V6";"414"
"BFB1-137床架布套";"180*200";"V2-0029";"件";"730.00";"1986.00";"床上用品";"慕思.V6";"8419"
"QFD1-005B爱琴海裥棉床笠";"180*200";;"件";"273.00";"819.00";"床上用品";"慕思.V6";"486"
"QFA1-002爱妮岛床品7件套";"D=220";"被套1/被芯1/裥棉床笠1/枕芯2/枕套2";"套";"1621.00";"4863.00";"床上用品";"慕思.V6";"219"
"QFD1-132阿尔卑斯信封枕套";"52*85";;"个";"75.00";"225.00";"床上用品";"慕思.V6";"569"
"QFC1-010凯旋门柔美枕套";"52*91";;"个";"74.00";"221.00";"床上用品";"慕思.V6";"2314"
"QFC1-032观澜被芯";"250*240";;"件";"245.00";"798.00";"床上用品";"慕思.V6";"2340"
"QFB1-121韵律套件四件套";"被套250*240+180*200床笠+2*52*85信封枕套";;"套";"0.00";"0.00";"床上用品";"慕思.V6";"6151"
"QFB1-091迷你裥棉床笠";"150*200*17";;"件";"0.00";"819.00";"床上用品";"慕思.V6";"5015"
"QFD1-015甜心裥棉床笠";"180*200";;"件";"273.00";"819.00";"床上用品";"慕思.V6";"518"
"BFC1-009床架外套";"180*200";"C023";"件";"1070.00";"2910.00";"床上用品";"慕思.V6";"4836"
"QFC1-032观澜裥棉床笠";"180*200*25";;"件";"273.00";"819.00";"床上用品";"慕思.V6";"404"
"QFB1-121韵床上用品7件套";"180*200";"被套1+被芯1+裥棉床笠1+枕套2+枕芯2";"套";"1441.00";"4323.00";"床上用品";"慕思.V6";"460"
"QFD1-002F1小方抱枕芯";"45*45";;"个";"32.00";"96.00";"床上用品";"慕思.V6";"477"
"QFD1-131海珀裥棉床笠";"180*200";;"件";"287.00";"819.00";"床上用品";"慕思.V6";"561"
"QFZ1-009单层床笠";"180*200*25";;"件";"168.00";"480.00";"床上用品";"慕思.V6";"2317"
"QFB1-033幸福花开裥棉床笠";"180*200";;"件";"287.00";"819.00";"床上用品";"慕思.V6";"428"
"QFD1-012绚丽盖被";"250*240";;"件";"506.00";"1518.00";"床上用品";"慕思.V6";"507"
"QFA1-125寐被芯";"250*240";;"件";"266.00";"798.00";"床上用品";"慕思.V6";"234"
"QFC1-013莎朗裥棉床笠";"128*282*10";"V3-0006";"件";"0.00";"1023.00";"床上用品";"慕思.V6";"8028"
"QFB1-113格调小方抱枕芯";"45*45";;"个";"32.00";"96.00";"床上用品";"慕思.V6";"452"
"QFD1-107憩小方抱枕芯";"45*45";;"个";"32.00";"96.00";"床上用品";"慕思.V6";"537"
"QFC1-013沙朗床上用品4件套";"180*200";"被套1/220*240+裥棉床笠1+枕套2/48*75";"套";"833.98";"2553.00";"床上用品";"慕思.V6";"3426"
"QF21-008负离子冬被";"250*240";;"件";"630.00";"1890.00";"床上用品";"慕思.V6";"606"
"VB-039信封枕套";"52*85";"停产";"个";"105.00";"280.00";"床上用品";"慕思.V6";"3082"
"QFC1-032观澜裥棉床笠";"200*220*25";;"件";"0.00";"1228.00";"床上用品";"慕思.V6";"5729"
"QFD1-029炽爱被套";"250*240";;"件";"560.00";"1620.00";"床上用品";"慕思.V6";"553"
"QFC1-009路虎被芯";"250*240";;"件";"393.00";"798.00";"床上用品";"慕思.V6";"2268"
"QFB1-019生活家裥棉床笠";"180*200";;"件";"287.00";"819.00";"床上用品";"慕思.V6";"421"
"QFD1-008极光被套";"250*240";;"件";"620.00";"1860.00";"床上用品";"慕思.V6";"496"
"QFA1-002爱妮岛双边枕套";"52*85";;"个";"110.50";"315.00";"床上用品";"慕思.V6";"224"
"BCK1-172底座布套";"180*200";"配BCK1-172底座床架D3（右抽）K2-K114+24公分床垫";"件";"0.00";"0.00";"床上用品";"慕思.V6";"5023"
"QFC1-013莎朗床品7件套";"180*200";"被套1+被芯1+裥棉床笠1+枕套2+枕芯2";"套";"1279.00";"3837.00";"床上用品";"慕思.V6";"394"
"QFB1-106蓝精灵信封枕套";"52*85";;"个";"160.00";"430.00";"床上用品";"慕思.V6";"443"
"QFD1-132枕芯";"52*85";;"个";"0.00";"0.00";"床上用品";"慕思.V6";"4696"
"QFD1-027风度裥棉床笠";"180*200";;"件";"273.00";"819.00";"床上用品";"慕思.V6";"528"
"QFB1-136初晴裥棉床笠";"180*200";;"件";"273.00";"819.00";"床上用品";"慕思.V6";"599"
"QFC1-032观澜裥棉床笠";"200*220*25";"9082";"件";"0.00";"1300.00";"床上用品";"慕思.V6";"4205"
"QFD1-001步步高升被套";"250*240";;"件";"420.00";"1260.00";"床上用品";"慕思.V6";"467"
"VB-100裥棉床笠";"180*200*25";;"件";"273.00";"819.00";"床上用品";"慕思.V6";"3095"
"QFB1-006天鹅堡裥棉床笠";"90*200";"分体床笠";"件";"179.00";"536.00";"床上用品";"慕思.V6";"413"
"BFB1-137床架布套";"150*190";"V2-0015";"件";"0.00";"2086.00";"床上用品";"慕思.V6";"8395"
"QFD1-005B爱琴海被套";"250*240";;"件";"580.00";"1740.00";"床上用品";"慕思.V6";"485"
"QFD1-132阿尔卑斯裥棉床笠";"180*200";;"件";"273.00";"819.00";"床上用品";"慕思.V6";"568"
"QFC1-010凯旋门柔美枕套";"52*85";;"个";"74.00";"221.00";"床上用品";"慕思.V6";"384"
"VB-100床上用品3件套";"180*200";"被套1/250*240+枕套2/52*91";"套";"580.00";"1740.00";"床上用品";"慕思.V6";"2337"
"QFB1-091迷你裥棉床笠";"180*200";;"件";"273.00";"819.00";"床上用品";"慕思.V6";"435"
"QFD1-015甜心裥棉床笠";"90*200";;"件";"179.00";"536.00";"床上用品";"慕思.V6";"517"
"DZZ1-004七孔被/V6";"250*240";"含礼品盒/成品重量/3.85公斤";"件";"536.00";"1728.00";"床上用品";"慕思.V6";"276"
"QFC1-009床品5件套";"180*200";"被套200*230/2枕套48*75/被芯200*230/床笠";"套";"0.00";"3192.00";"床上用品";"慕思.V6";"4835"
"QFC1-032观澜裥棉床笠";"90*200";"分体床笠";"件";"179.00";"536.00";"床上用品";"慕思.V6";"403"
"QFC1-010床品6件套";"180*200";"250*240被套被芯各1/52*85枕套枕芯各2";"套";"0.00";"3270.00";"床上用品";"慕思.V6";"4545"
"QFB1-115深海小方抱枕芯";"45*45";;"个";"32.00";"96.00";"床上用品";"慕思.V6";"459"
"QFD1-002F1小方抱枕套";"45*45";;"个";"60.00";"180.00";"床上用品";"慕思.V6";"476"
"QFD1-131海珀被套";"250*240";;"件";"378.00";"1080.00";"床上用品";"慕思.V6";"560"
"QFC1-032观澜柔美枕套";"48*75";"做C062面料";"个";"0.00";"252.00";"床上用品";"慕思.V6";"5413"
"QFB1-033幸福花开裥棉床笠";"90*200";"分体床笠";"件";"179.00";"536.00";"床上用品";"慕思.V6";"427"
"QFD1-012绚丽床上用品6件套";"180*200";"盖被1+裥棉床笠1+枕套2+枕芯2";"套";"1061.00";"3183.00";"床上用品";"慕思.V6";"506"
"QFA1-125寐被套";"250*240";;"件";"552.00";"1656.00";"床上用品";"慕思.V6";"233"
"QFC1-013莎朗裥棉床笠";"200*220*35";;"件";"0.00";"1278.00";"床上用品";"慕思.V6";"7489"
"QFB1-113格调小方抱枕套";"45*45";;"个";"90.00";"270.00";"床上用品";"慕思.V6";"451"
"小方抱枕（不明型号）";"常规";;"个";"0.00";"0.00";"床上用品";"慕思.V6";"4697"
"QFD1-107憩小方抱枕套";"45*45";;"个";"80.00";"240.00";"床上用品";"慕思.V6";"536"
"QFC1-032观澜床上用品4件套";"180*200";"被套1/220*240+裥棉床笠1+枕套48*75/2";"套";"792.82";"2427.00";"床上用品";"慕思.V6";"3425"
"QFC1-033A枕套";"52*85";;"个";"0.00";"0.00";"床上用品";"慕思.V6";"8530"
"QF21-008负离子长方形枕芯";"52*85";;"个";"81.00";"243.00";"床上用品";"慕思.V6";"605"
"VB-039裥棉床笠";"180*200*25";;"件";"242.00";"819.00";"床上用品";"慕思.V6";"3081"
"QFC1-032观澜裥棉床笠";"160*200*15";;"件";"0.00";"0.00";"床上用品";"慕思.V6";"5655"
"QFD1-029炽爱床上用品7件套";"180*200";"被套1+被芯1+裥棉床笠1+枕套2+枕芯2";"套";"1401.00";"4203.00";"床上用品";"慕思.V6";"552"
"QFB1-149小方抱枕套";"45*45";;"个";"0.00";"0.00";"床上用品";"慕思.V6";"7013"
"QFB1-019生活家裥棉床笠";"90*200";"分体床笠";"件";"179.00";"536.00";"床上用品";"慕思.V6";"420"
"QFD1-008极光床上用品7件套";"180*200";"被套1+被芯1+裥棉床笠1+枕套2+枕芯2";"套";"1581.00";"4743.00";"床上用品";"慕思.V6";"495"
"V6日本棉枕芯";"52*75";;"个";"0.00";"243.00";"床上用品";"慕思.V6";"7015"
"QFC1-011旧金山小方抱枕套";"45*45";;"个";"51.00";"153.00";"床上用品";"慕思.V6";"393"
"QFB1-106蓝精灵裥棉床笠";"180*200";;"件";"273.00";"819.00";"床上用品";"慕思.V6";"442"
"QFD1-132被芯";"250*240";;"件";"0.00";"0.00";"床上用品";"慕思.V6";"4695"
"QFD1-027风度被套";"250*240";;"件";"460.00";"1380.00";"床上用品";"慕思.V6";"527"
"QFB1-136初晴被套";"250*240";;"件";"500.00";"1500.00";"床上用品";"慕思.V6";"598"
"QFC1-032观澜裥棉床笠";"180*190*25";"9082";"件";"0.00";"0.00";"床上用品";"慕思.V6";"4057"
"QFD1-001步步高升床上用品7件套";"180*200";"被套1+被芯1+裥棉床笠1+枕套2+枕芯2";"套";"1381.00";"4143.00";"床上用品";"慕思.V6";"466"
"VB-100被芯";"250*240";;"件";"242.00";"798.00";"床上用品";"慕思.V6";"3094"
"V6标准被芯";"240*220";;"件";"435.00";"798.00";"床上用品";"慕思.V6";"3390"
"QFB1-006天鹅堡被套";"250*240";;"件";"494.00";"1482.00";"床上用品";"慕思.V6";"412"
"BFB1-137床架布套";"180*200";"V2-0024";"件";"730.00";"0.00";"床上用品";"慕思.V6";"7756"
"QFD1-005B爱琴海床上用品7件套";"180*200";"被套1+被芯1+裥棉床笠1+枕套2+枕芯2";"套";"1532.00";"4563.00";"床上用品";"慕思.V6";"484"
"QFD1-132阿尔卑斯被套";"250*240";;"件";"450.00";"1350.00";"床上用品";"慕思.V6";"567"
"QFB1-142A睡货大礼包4件套";"180*200";;"套";"0.00";"0.00";"床上用品";"慕思.V6";"7672"
"QFC1-010凯旋门被套";"250*240";;"件";"515.00";"1545.00";"床上用品";"慕思.V6";"383"
"QFB1-091迷你裥棉床笠";"90*200";"分体床笠";"件";"179.00";"536.00";"床上用品";"慕思.V6";"434"
"QFD1-015甜心被套";"250*240";;"件";"460.00";"1380.00";"床上用品";"慕思.V6";"516"
"QFC1-009路虎被套";"265*245";;"件";"0.00";"1260.00";"床上用品";"慕思.V6";"5026"
"QFC1-013床品9件套";"180*200";;"套";"0.00";"4086.00";"床上用品";"慕思.V6";"4090"
"QFZ1-035床品4件套";"220*240";;"套";"0.00";"1999.00";"床上用品";"慕思.V6";"8444"
"QFC1-032观澜被套";"200*230";"做C062面料";"件";"0.00";"1104.00";"床上用品";"慕思.V6";"5412"
"QFB1-115深海小方抱枕套";"45*45";;"个";"90.00";"270.00";"床上用品";"慕思.V6";"458"
"QFD1-002F1宽边枕套";"52*85";;"个";"115.00";"345.00";"床上用品";"慕思.V6";"475"
"QFD1-131海珀床上用品7件套";"180*200";"被套1+被芯1+裥棉床笠1+枕套2+枕芯2";"套";"1181.00";"3543.00";"床上用品";"慕思.V6";"559"
"QFC1-032观澜柔美枕套";"52*91";;"个";"84.00";"243.00";"床上用品";"慕思.V6";"2316"
"QFB1-033幸福花开被套";"250*240";;"件";"728.00";"2079.00";"床上用品";"慕思.V6";"426"
"QFD1-010薰衣草小方抱枕芯";"45*45";;"个";"32.00";"96.00";"床上用品";"慕思.V6";"505"
"QFA1-125寐床上用品7件套";"180*200";;"套";"1509.00";"4527.00";"床上用品";"慕思.V6";"232"
"QFE1-001枕套";"50*75";;"个";"0.00";"0.00";"床上用品";"慕思.V6";"5282"
"QFC1-013莎朗裥棉床笠";"180*200*35";;"件";"0.00";"983.00";"床上用品";"慕思.V6";"7181"
"QFB1-113格调信封枕套";"52*91";;"个";"80.00";"240.00";"床上用品";"慕思.V6";"2335"
"黄色床品4件套（不明型号）";"250*240";;"套";"0.00";"0.00";"床上用品";"慕思.V6";"4698"
"QFD1-107憩信封枕套";"52*85";;"个";"90.00";"270.00";"床上用品";"慕思.V6";"535"
"QFC1-033被套";"250*240";;"件";"950.00";"0.00";"床上用品";"慕思.V6";"8529"
"QF21-008负离子天丝裥棉床笠";"180*200";;"件";"450.00";"1350.00";"床上用品";"慕思.V6";"604"
"VB-039被芯";"240*250";;"件";"0.00";"798.00";"床上用品";"慕思.V6";"4086"
"QFC1-032观澜裥棉床笠";"150*195*10";;"件";"0.00";"819.00";"床上用品";"慕思.V6";"5605"
"QFB1-149枕套";"52*85";;"个";"0.00";"0.00";"床上用品";"慕思.V6";"7012"
"QFB1-019生活家被套";"250*240";;"件";"441.00";"1260.00";"床上用品";"慕思.V6";"419"
"QFD1-006红玫瑰小方抱枕芯";"45*45";;"个";"32.00";"96.00";"床上用品";"慕思.V6";"494"
"V6日本棉枕芯";"60*85";;"个";"0.00";"0.00";"床上用品";"慕思.V6";"4800"
"QFC1-011旧金山裥棉床笠";"90*200";;"件";"179.00";"536.00";"床上用品";"慕思.V6";"392"
"QFB1-106蓝精灵裥棉床笠";"90*200";"分体床笠";"件";"179.00";"536.00";"床上用品";"慕思.V6";"441"
"QFB1-106枕芯";"52*85";;"个";"0.00";"0.00";"床上用品";"慕思.V6";"4694"
"QFD1-027风度床上用品7件套";"180*200";"被套1+被芯1+裥棉床笠1+枕套2+枕芯2";"套";"1291.00";"3873.00";"床上用品";"慕思.V6";"526"
"QFB1-136初晴床上用品7件套";"180*200";"被套1+被芯1+裥棉床笠1+枕套2+枕芯2";"套";"1361.00";"4083.00";"床上用品";"慕思.V6";"597"
"QFC1-032观澜裥棉床笠";"180*200*25";"颜色1；9055";"件";"267.54";"819.00";"床上用品";"慕思.V6";"3708"
"QFB1-121韵小方抱枕芯";"45*45";;"个";"32.00";"96.00";"床上用品";"慕思.V6";"465"
"VB-100被套";"250*240";"停产";"件";"400.00";"1200.00";"床上用品";"慕思.V6";"3093"
"V6标准被芯";"250*240";;"件";"388.00";"1180.00";"床上用品";"慕思.V6";"3389"
"QFB1-006天鹅堡床上用品7件套";"180*200";"被套被胆各1/250*240/枕套枕芯各2/52*91/床笠180*200*25";"套";"0.00";"0.00";"床上用品";"慕思.V6";"4619"
"BFB1-137床架布套";"150*190";"V2-0010";"件";"0.00";"1985.00";"床上用品";"慕思.V6";"6404"
"QFD1-003B金海岸小方抱枕芯";"45*45";;"个";"32.00";"96.00";"床上用品";"慕思.V6";"483"
"QFD1-132阿尔卑斯床上用品7件套";"180*200";"被套1+被芯1+裥棉床笠1+枕套2+枕芯2";"套";"1301.00";"3903.00";"床上用品";"慕思.V6";"566"
"QFZ1-019枕套";"48*74";;"个";"0.00";"0.00";"床上用品";"慕思.V6";"7671"
"QFC1-010凯旋门床品7件套";"180*200";"被套1+被芯1+裥棉床笠1+枕套2+枕芯2";"套";"1363.00";"4089.00";"床上用品";"慕思.V6";"382"
"QFB1-091迷你被套";"250*240";;"件";"300.00";"900.00";"床上用品";"慕思.V6";"433"
"QFD1-015甜心床上用品7件套";"180*200";"被套1+被芯11+裥棉床笠1+枕套2+枕芯2";"套";"1361.00";"4083.00";"床上用品";"慕思.V6";"515"
"QFC1-009路虎被套";"200*230";;"件";"0.00";"1260.00";"床上用品";"慕思.V6";"5025"
"QFC1-032观澜被套";"250*240";;"件";"368.00";"1104.00";"床上用品";"慕思.V6";"402"
"VB-008床架外套";"180*200";"售后";"件";"0.00";"2646.00";"床上用品";"慕思.V6";"4516"
"QFB1-115深海信封枕套";"52*85";;"个";"85.00";"255.00";"床上用品";"慕思.V6";"457"
"QFB1-006天鹅堡床上用品4件套";"150*200";"被套1/220*240+裥棉床笠1/150*200*25+枕套2/48*75";"套";"899.64";"2754.00";"床上用品";"慕思.V6";"3429"
"QFD1-002F1裥棉床笠";"180*200";;"件";"273.00";"819.00";"床上用品";"慕思.V6";"474"
"QFC1-032观澜柔美枕套";"52*85";;"个";"84.00";"243.00";"床上用品";"慕思.V6";"2315"
"QFB1-033幸福花开床上用品7件套";"180*200";"被套1+被芯 1+裥棉床笠1+枕套2+枕芯2";"套";"1636.00";"4908.00";"床上用品";"慕思.V6";"425"
"QFZ1-031床笠";"180*200*25";;"件";"0.00";"0.00";"床上用品";"慕思.V6";"8156"
"V6床笠";"180*200";;"件";"0.00";"0.00";"床上用品";"慕思.V6";"4675"
"QFD1-010薰衣草小方抱枕套";"45*45";;"个";"60.00";"180.00";"床上用品";"慕思.V6";"504"
"QFA1-002爱妮岛圆形抱枕芯";"D=45";;"个";"26.00";"75.00";"床上用品";"慕思.V6";"229"
"QFC1-013莎朗裥棉床笠";"180*200*30";;"件";"0.00";"983.00";"床上用品";"慕思.V6";"7061"
"QFB1-113格调信封枕套";"52*85";;"个";"80.00";"240.00";"床上用品";"慕思.V6";"450"
"QFD1-107憩裥棉床笠";"200*200*29";"会拼接";"件";"385.14";"1179.00";"床上用品";"慕思.V6";"3778"
"VB-039被芯";"250*240";"停产";"件";"242.00";"798.00";"床上用品";"慕思.V6";"3080"
"QFC1-032观澜裥棉床笠";"160*200*10";;"件";"0.00";"819.00";"床上用品";"慕思.V6";"5604"
"QFD1-129钻影小方抱枕芯";"45*45";;"个";"32.00";"96.00";"床上用品";"慕思.V6";"550"
"QFB1-149被套";"250*240";;"件";"0.00";"0.00";"床上用品";"慕思.V6";"7011"
"QFB1-019生活家床上用品7件套";"200*220";"被套1+被芯1+枕芯2+枕套2+裥棉床笠1/配22公分床垫";"套";"0.00";"3804.00";"床上用品";"慕思.V6";"3608"
"QFD1-006红玫瑰小方抱枕套";"45*45";;"个";"60.00";"180.00";"床上用品";"慕思.V6";"493"
"V6日本棉枕芯";"48*75";;"个";"0.00";"243.00";"床上用品";"慕思.V6";"4052"
"QFC1-011旧金山裥棉床笠";"180*200";;"件";"273.00";"819.00";"床上用品";"慕思.V6";"391"
"QFB1-106蓝精灵被套";"250*240";;"件";"660.00";"1980.00";"床上用品";"慕思.V6";"440"
"QFB1-106被芯";"250*240";;"件";"0.00";"0.00";"床上用品";"慕思.V6";"4693"
"QFD1-016V爱小方抱枕芯";"45*45";;"个";"32.00";"96.00";"床上用品";"慕思.V6";"525"
"QFC1-032观澜裥棉床笠";"180*200*25";"颜色1；9007";"件";"267.54";"819.00";"床上用品";"慕思.V6";"3707"
"QFB1-121韵小方抱枕套";"45*45";;"个";"0.00";"150.00";"床上用品";"慕思.V6";"8264"
"VB-090信封枕套";"52*85";"停产";"个";"52.50";"342.00";"床上用品";"慕思.V6";"3089"
"QFC1-119芭莎小方抱枕芯";"45*45";;"个";"32.00";"96.00";"床上用品";"慕思.V6";"411"
"QFD1-003B金海岸小方抱枕套";"45*45";;"个";"60.00";"180.00";"床上用品";"慕思.V6";"482"
"QFZ1-019被套";"270*250";;"件";"0.00";"0.00";"床上用品";"慕思.V6";"7670"
"QFC1-009路虎小方抱枕芯";"45*45";;"个";"34.00";"96.00";"床上用品";"慕思.V6";"381"
"QFB1-091迷你床上用品7件套";"180*200";"被套1+被芯1+裥棉床笠1+枕套2+枕芯2";"套";"1121.00";"3363.00";"床上用品";"慕思.V6";"432"
"QFD1-013忠政小方抱枕套";"45*45";;"个";"60.00";"180.00";"床上用品";"慕思.V6";"514"
"QFC1-009路虎被套";"250*240";;"件";"441.00";"1260.00";"床上用品";"慕思.V6";"275"
"QFC1-032观澜床上用品7件套";"180*200";"被套被胆250*240/枕套枕芯52*85/床笠180*200";"套";"0.00";"3711.00";"床上用品";"慕思.V6";"5178"
"QFB1-115深海裥棉床笠";"180*200*30";;"件";"328.00";"900.00";"床上用品";"慕思.V6";"3430"
"QFD1-123左右小方抱枕芯";"45*45";;"个";"32.00";"96.00";"床上用品";"慕思.V6";"543"
"QFC1-009路虎床上用品4件套";"180*200";"被套245*265/床笠200*220/枕套2/52*91";"套";"0.00";"2873.00";"床上用品";"慕思.V6";"4837"
"QFD1-002F1被套";"250*240";;"件";"650.00";"1950.00";"床上用品";"慕思.V6";"473"
"VB-099枕套";"52*91";"停产";"个";"110.00";"300.00";"床上用品";"慕思.V6";"2313"
"BFC1-009床架布套";"180*200";"V3-0020/V-1+21";"件";"0.00";"0.00";"床上用品";"慕思.V6";"5127"
"QFB1-019生活家小方抱枕芯";"45*45";;"个";"34.00";"96.00";"床上用品";"慕思.V6";"424"
"QFZ1-031枕套";"52*85";;"个";"0.00";"0.00";"床上用品";"慕思.V6";"8155"
"QFD1-010薰衣草裥棉床笠";"180*200";;"件";"273.00";"819.00";"床上用品";"慕思.V6";"503"
"QFA1-002爱妮岛圆形抱枕套";"D=45";;"个";"54.00";"153.00";"床上用品";"慕思.V6";"228"
"QFC1-013莎朗裥棉床笠";"180*200*29";;"件";"0.00";"900.00";"床上用品";"慕思.V6";"3671"
"VB-099裥棉床笠";"180*200";;"件";"273.00";"819.00";"床上用品";"慕思.V6";"2361"
"QFB1-113格调裥棉床笠";"180*200*30";;"件";"0.00";"900.00";"床上用品";"慕思.V6";"2581"
"QFD1-107憩裥棉床笠";"180*200";;"件";"273.00";"819.00";"床上用品";"慕思.V6";"534"
"VB-039被套";"240*250";;"件";"0.00";"1400.00";"床上用品";"慕思.V6";"4085"
"QFC1-032观澜裥棉床笠";"150*200*15";;"件";"0.00";"0.00";"床上用品";"慕思.V6";"5312"
"QFB1-143A枕套";"48*74";;"个";"0.00";"0.00";"床上用品";"慕思.V6";"7668"
"VZ-002小长方抱枕芯";"35*55";;"个";"26.00";"87.00";"床上用品";"慕思.V6";"3102"
"QFB1-019生活家床上用品7件套";"180*200*29";"被套1+被芯1+枕芯2+枕套2+裥棉床笠1/配24公分床垫";"套";"1363.00";"3968.00";"床上用品";"慕思.V6";"2325"
"F-BC-布板";"常规";"V6布板（2018.1版）";"件";"0.00";"0.00";"床上用品";"慕思.V6";"5196"
"QFD1-006红玫瑰宽边枕套";"52*85";;"个";"90.00";"270.00";"床上用品";"慕思.V6";"492"
"V6日本棉枕芯";"52*91";;"个";"81.00";"243.00";"床上用品";"慕思.V6";"3385"
"QFC1-011旧金山被套";"250*240";;"件";"478.00";"1432.00";"床上用品";"慕思.V6";"390"
"QFB1-106蓝精灵床上用品7件套";"180*200";"被套1+被芯1+裥棉床笠1+枕套2+枕芯2";"套";"1681.00";"5043.00";"床上用品";"慕思.V6";"439"
"QFB1-115枕芯";"52*85";;"个";"0.00";"0.00";"床上用品";"慕思.V6";"4692"
"QFD1-016V爱小方抱枕套";"45*45";;"个";"80.00";"240.00";"床上用品";"慕思.V6";"524"
"QFC1-032观澜裥棉床笠";"160*200*25";"颜色1；9007";"件";"267.54";"819.00";"床上用品";"慕思.V6";"3706"
"QFB1-121韵信封枕套";"52*85";;"个";"120.00";"360.00";"床上用品";"慕思.V6";"464"
"QFD1-129钻影小方抱枕套";"45*45";;"个";"50.00";"150.00";"床上用品";"慕思.V6";"549"
