"型号品名";"规格";"加工要求";"单位";"进货价";"销售价";"类别";"品牌";"goodsID"
"MCD2-233A床垫";"180*200*25/晋江店面摆场";;"张";"6858.75";"21999.00";"床垫";"慕思.3D";"2664"
"MCD2-009/大独立筒弹簧/电动床架";"180*200*53";;"张";"8451.00";"26500.00";"床垫";"慕思.3D";"6105"
"MCD1-222大独立筒弹簧床垫";"180*200*28";;"张";"2658.00";"8299.00";"床垫";"慕思.3D";"59"
"MCD1-368标准弹簧床垫";"140*190*21";;"张";"0.00";"5700.00";"床垫";"慕思.3D";"6680"
"MCD1-188床垫";"180*200*30/晋江店面摆场";;"张";"4034.50";"14999.00";"床垫";"慕思.3D";"2665"
"MCD2-858A床垫";"200*200*28";;"张";"7311.00";"22800.00";"床垫";"慕思.3D";"950"
"MCD2-858床垫";"180*200*27";;"张";"0.00";"18888.00";"床垫";"慕思.3D";"4521"
"MCD1-238大独立筒弹簧床垫";"180*200*24";"晋江店面摆场";"张";"3116.00";"8990.00";"床垫";"慕思.3D";"2663"
"MCD1-555床垫";"130*200*25";;"张";"0.00";"11000.00";"床垫";"慕思.3D";"4189"
"MCD1-002床垫";"178*198*22";;"张";"0.00";"11025.00";"床垫";"慕思.3D";"7199"
"MCD2-233B床垫";"150*200*26";;"张";"6241.00";"19600.00";"床垫";"慕思.3D";"5915"
"MCD3-898床垫";"150*200*21";;"张";"0.00";"66880.00";"床垫";"慕思.3D";"7937"
"MCD2-233A床垫";"118*198*25";"特殊定制";"张";"4676.00";"14650.00";"床垫";"慕思.3D";"192"
"MCD1-108床垫";"150*187*10";;"张";"3579.00";"11250.00";"床垫";"慕思.3D";"8430"
"MCD3-898A床垫";"180*200*22";;"张";"18153.00";"78750.00";"床垫";"慕思.3D";"5109"
"MCD1-368标准弹簧床垫";"200*200*25";;"张";"2544.00";"7730.00";"床垫";"慕思.3D";"4450"
"MCD2-1011A五区独立筒弹簧";"180*200*29";"左加硬右中";"张";"6282.00";"17900.00";"床垫";"慕思.3D";"5212"
"MCD1-638床垫";"180*200*30";;"张";"4790.00";"16100.00";"床垫";"慕思.3D";"2333"
"MCD3-003床垫";"180*200*28";;"张";"11368.00";"40200.00";"床垫";"慕思.3D";"3539"
"MCD2-001床垫";"180*200*28";;"张";"5381.00";"18600.00";"床垫";"慕思.3D";"3528"
"MCD1-003床垫";"180*200*26";;"张";"3188.00";"13999.00";"床垫";"慕思.3D";"7719"
"MCD1-555床垫";"150*200*27";;"张";"3587.00";"11800.00";"床垫";"慕思.3D";"54"
"MCD1-002床垫";"120*200*26";;"张";"2339.00";"6666.00";"床垫";"慕思.3D";"933"
"MCD2-233B床垫";"180*200*28";;"张";"7342.00";"23100.00";"床垫";"慕思.3D";"3959"
"MCD3-868B床垫";"180*200*21";;"张";"13421.00";"54600.00";"床垫";"慕思.3D";"2086"
"MCD1-238大独立筒弹簧床垫";"200*218*24";;"张";"0.00";"12280.00";"床垫";"慕思.3D";"5856"
"MCD1-108床垫";"200*220*10";;"张";"5474.00";"16170.00";"床垫";"慕思.3D";"3827"
"MCD1-368标准弹簧床垫";"180*190*25";;"张";"2006.00";"6400.00";"床垫";"慕思.3D";"3572"
"MCD2-858B床垫";"180*200*26";;"张";"6280.00";"21900.00";"床垫";"慕思.3D";"8508"
"MCD2-233A床垫";"200*220*25";;"张";"0.00";"28200.00";"床垫";"慕思.3D";"3965"
"MCD1-222大独立筒弹簧床垫";"180*200*23";;"张";"2361.80";"7888.00";"床垫";"慕思.3D";"3144"
"MCD1-368标准弹簧床垫";"135*200*25";;"张";"0.00";"5700.00";"床垫";"慕思.3D";"7986"
"MCD1-188上层柔垫";"150*190*10";;"张";"2210.00";"6999.00";"床垫";"慕思.3D";"4132"
"MCD2-858A床垫";"200*220*24";;"张";"0.00";"25800.00";"床垫";"慕思.3D";"7917"
"MCD2-858下层床垫";"180*200*20";;"张";"0.00";"16700.00";"床垫";"慕思.3D";"4823"
"MCD1-238大独立筒弹簧床垫";"180*200*24";"四个角做弧度";"张";"3116.00";"9889.00";"床垫";"慕思.3D";"4263"
"MCD2-958床垫";"200*200*25";;"张";"5796.70";"19700.00";"床垫";"慕思.3D";"3510"
"MCD1-368标准弹簧床垫";"150*200*22";;"张";"1639.00";"5330.00";"床垫";"慕思.3D";"2279"
"MCD1-333床垫";"150*200*25";"停产";"张";"1739.00";"5255.00";"床垫";"慕思.3D";"1996"
"MCD2-233A床垫";"150*200*25";"灰色";"张";"5550.00";"19600.00";"床垫";"慕思.3D";"2462"
"MCD2-009/大独立筒弹簧/电动床架";"150*200*53";;"张";"8306.00";"26000.00";"床垫";"慕思.3D";"3519"
"MCD1-222大独立筒弹簧床垫";"200*200*28";;"张";"3057.00";"9520.00";"床垫";"慕思.3D";"58"
"MCD1-368标准弹簧床垫";"120*180*25";;"张";"0.00";"4700.00";"床垫";"慕思.3D";"6403"
"MCD1-188床垫";"180*200*30";;"张";"3936.00";"14999.00";"床垫";"慕思.3D";"2084"
"MCD2-858A床垫";"200*220*28";;"张";"8264.00";"25800.00";"床垫";"慕思.3D";"949"
"MCD2-858床垫";"200*200*24";;"张";"7311.00";"22060.00";"床垫";"慕思.3D";"3686"
"MCD1-238大独立筒弹簧床垫";"180*200*23";;"张";"2827.00";"8990.00";"床垫";"慕思.3D";"2651"
"MCD1-555床垫";"193*200*25";;"张";"0.00";"15400.00";"床垫";"慕思.3D";"4058"
"MCD1-002床垫";"180*190*26";;"张";"0.00";"10500.00";"床垫";"慕思.3D";"7178"
"MCD2-233B床垫";"200*220*26";;"张";"9545.00";"29999.00";"床垫";"慕思.3D";"5914"
"MCD3-898床垫";"180*200*21";;"张";"16137.00";"78750.00";"床垫";"慕思.3D";"1926"
"MCD2-233床垫";"180*200*23";"改868B面料/16年客户产品";"张";"0.00";"19920.00";"床垫";"慕思.3D";"4555"
"MCD1-108床垫";"150*190*10";;"张";"3579.00";"11250.00";"床垫";"慕思.3D";"8398"
"MCD1-368标准弹簧床垫";"120*200*21";;"张";"0.00";"4700.00";"床垫";"慕思.3D";"4187"
"MCD1-638床垫";"180*200*28";;"张";"4258.00";"15300.00";"床垫";"慕思.3D";"2260"
"MCD3-003床垫";"90*200*30";;"张";"6395.00";"19140.00";"床垫";"慕思.3D";"942"
"MCD2-818床垫";"180*217*23";;"张";"6781.00";"25298.00";"床垫";"慕思.3D";"8157"
"MCD1-555床垫";"180*200*27";;"张";"4220.00";"13860.00";"床垫";"慕思.3D";"53"
"MCD1-002床垫";"150*200*26";;"张";"2840.00";"8920.00";"床垫";"慕思.3D";"932"
"MCD2-233B床垫";"150*200*24";;"张";"6241.00";"19600.00";"床垫";"慕思.3D";"3851"
"MCD3-838床垫";"180*200*25";;"张";"7895.00";"29999.00";"床垫";"慕思.3D";"3044"
"MCD1-238大独立筒弹簧床垫";"135*200*24";;"张";"0.00";"8030.00";"床垫";"慕思.3D";"5467"
"MCD1-108床垫";"180*200*10";"水头摆场";"张";"4211.00";"12599.00";"床垫";"慕思.3D";"2919"
"MCD1-368标准弹簧床垫";"120*200*20";;"张";"1311.24";"4700.00";"床垫";"慕思.3D";"3475"
"MCD2-858B床垫";"180*200*28";;"张";"6280.00";"21900.00";"床垫";"慕思.3D";"8309"
"MCD2-233A床垫";"215*195*40";;"张";"0.00";"34805.00";"床垫";"慕思.3D";"3918"
"MCD1-222大独立筒弹簧床垫";"180*200*28";"安溪摆场";"张";"2658.00";"7888.00";"床垫";"慕思.3D";"3040"
"MCD1-368标准弹簧床垫";"176*200*21";;"张";"0.00";"7056.00";"床垫";"慕思.3D";"7896"
"MCD1-188上层柔垫";"150*200*10";;"张";"2210.00";"6999.00";"床垫";"慕思.3D";"2695"
"MCD2-858A床垫";"150*200*24";;"张";"0.00";"12870.00";"床垫";"慕思.3D";"7816"
"MCD2-858下层床垫";"180*200*21";;"张";"5349.00";"16700.00";"床垫";"慕思.3D";"4754"
"MCD1-238大独立筒弹簧床垫";"150*190*24";;"张";"0.00";"8030.00";"床垫";"慕思.3D";"4154"
"MCD2-958床垫";"200*220*25";;"张";"6376.86";"21660.00";"床垫";"慕思.3D";"3122"
"MCD1-368标准弹簧床垫";"200*220*25";;"张";"2876.00";"8750.00";"床垫";"慕思.3D";"2275"
"MCD2-003大独立筒弹簧床垫";"200*200*26";;"张";"8465.00";"26449.00";"床垫";"慕思.3D";"7468"
"MCD2-233A床垫";"180*200*29";"灰色/喜盈门摆场";"张";"6053.00";"21999.00";"床垫";"慕思.3D";"2283"
"MCD1-128床垫";"90*190*5";;"张";"1395.00";"4350.00";"床垫";"慕思.3D";"8397"
"MCD1-222大独立筒弹簧床垫";"200*220*28";;"张";"3455.00";"10115.00";"床垫";"慕思.3D";"57"
"MCD1-368标准弹簧床垫";"180*180*25";;"张";"0.00";"6720.00";"床垫";"慕思.3D";"6402"
"MCD1-188床垫";"150*200*30";;"张";"3281.00";"12500.00";"床垫";"慕思.3D";"1992"
"MCD2-838A床垫";"90*200*32";;"张";"5024.00";"14990.00";"床垫";"慕思.3D";"948"
"MCD2-858床垫";"200*220*24";;"张";"8264.00";"24270.00";"床垫";"慕思.3D";"3603"
"MCD1-238大独立筒弹簧床垫";"90*200*24";"分体床垫";"张";"1558.00";"4500.00";"床垫";"慕思.3D";"2465"
"MCD1-555床垫";"180*200*21";;"张";"0.00";"13860.00";"床垫";"慕思.3D";"4013"
"MCD1-002床垫";"180*210*26";;"张";"0.00";"12075.00";"床垫";"慕思.3D";"6891"
"MCD2-233B床垫";"200*220*28";;"张";"9545.00";"29999.00";"床垫";"慕思.3D";"5818"
"MCD3-868B床垫";"160*200*21";;"张";"0.00";"54600.00";"床垫";"慕思.3D";"8396"
"MCD2-233床垫";"180*200*27";;"张";"0.00";"21999.00";"床垫";"慕思.3D";"3885"
"MCD1-108床垫";"194*124*10";;"张";"5053.00";"11970.00";"床垫";"慕思.3D";"8387"
"MCD1-368标准弹簧床垫";"150*190*21";;"张";"0.00";"5330.00";"床垫";"慕思.3D";"4125"
"MCD3-003床垫";"180*200*30";;"张";"12789.00";"40200.00";"床垫";"慕思.3D";"941"
"MCD2-038A床垫";"180*200*30";;"张";"7897.00";"27900.00";"床垫";"慕思.3D";"8315"
"MCD2-818床垫";"150*200*23";;"张";"5764.00";"18660.00";"床垫";"慕思.3D";"6934"
"MCD1-918床垫";"180*200*30";"停产";"张";"3241.00";"11999.00";"床垫";"慕思.3D";"2921"
"MCD1-555床垫";"200*200*27";;"张";"4853.00";"15999.00";"床垫";"慕思.3D";"52"
"MCD1-002床垫";"180*200*26";;"张";"3341.00";"10500.00";"床垫";"慕思.3D";"931"
"MCD2-233B床垫";"180*200*24";;"张";"7342.00";"23100.00";"床垫";"慕思.3D";"3850"
"MCD3-828床垫";"200*220*25";;"张";"16251.00";"53080.00";"床垫";"慕思.3D";"6989"
"MCD1-238大独立筒弹簧床垫";"180*200*29";;"张";"0.00";"10868.00";"床垫";"慕思.3D";"5303"
"MCD1-108床垫";"180*200*10";;"张";"4211.00";"13300.00";"床垫";"慕思.3D";"2083"
"MCD1-368标准弹簧床垫";"180*200*22";;"张";"2066.18";"6400.00";"床垫";"慕思.3D";"3153"
"MCD1-368A床垫";"150*200*25";;"张";"1836.00";"5865.00";"床垫";"慕思.3D";"8528"
"MCD2-233A床垫";"180*200*27";;"张";"0.00";"23100.00";"床垫";"慕思.3D";"3893"
"MCD1-222大独立筒弹簧床垫";"180*200*28";"水头摆场";"张";"2658.00";"7888.00";"床垫";"慕思.3D";"2918"
"MCD1-368标准弹簧床垫";"200*220*25";;"张";"2876.00";"8750.00";"床垫";"慕思.3D";"7550"
"MCD1-188上层柔垫";"200*200*10";;"张";"2990.00";"9080.00";"床垫";"慕思.3D";"2172"
"MCD2-858A床垫";"200*200*26";;"张";"0.00";"22800.00";"床垫";"慕思.3D";"6794"
"MCD2-858床垫";"150*200*20";;"张";"0.00";"16880.00";"床垫";"慕思.3D";"7346"
"MCD1-238大独立筒弹簧床垫";"180*200*20";;"张";"0.00";"9450.00";"床垫";"慕思.3D";"4071"
"MCD2-958床垫";"180*200*25";"安溪摆场";"张";"4400.00";"16888.00";"床垫";"慕思.3D";"3043"
"MCD1-368标准弹簧床垫";"150*200*25";;"张";"1880.00";"5700.00";"床垫";"慕思.3D";"2036"
"MCD2-003大独立筒弹簧床垫";"200*220*26";;"张";"9569.00";"29899.00";"床垫";"慕思.3D";"6639"
"MCD2-233A床垫";"150*200*29";"灰色";"张";"5439.00";"18300.00";"床垫";"慕思.3D";"2277"
"MCD1-128床垫";"150*215*5";;"张";"2727.00";"8510.00";"床垫";"慕思.3D";"7280"
"MCD1-368标准弹簧床垫";"172*194*25";;"张";"0.00";"6720.00";"床垫";"慕思.3D";"6318"
"MCD1-928床垫";"150*200*30";;"张";"0.00";"9999.00";"床垫";"慕思.3D";"4759"
"MCD2-838A床垫";"120*200*32";;"张";"7033.00";"19988.00";"床垫";"慕思.3D";"947"
"MCD2-858床垫";"180*200*24";"水头摆场";"张";"6357.00";"18888.00";"床垫";"慕思.3D";"2920"
"MCD1-238大独立筒弹簧床垫";"192*196*21";;"张";"3103.00";"10500.00";"床垫";"慕思.3D";"2419"
"MCD1-555床垫";"200*220*25";;"张";"0.00";"18030.00";"床垫";"慕思.3D";"3972"
"MCD1-002床垫";"150*190*26";;"张";"0.00";"8920.00";"床垫";"慕思.3D";"6728"
"MCD2-233B床垫";"150*200*28";;"张";"6241.00";"19600.00";"床垫";"慕思.3D";"5817"
"MCD3-868B床垫";"170*200*10";;"张";"0.00";"39858.00";"床垫";"慕思.3D";"7628"
"MCD2-233床垫";"180*200*25";;"张";"5765.00";"23100.00";"床垫";"慕思.3D";"3624"
"MCD1-108床垫";"150*197*10";;"张";"3579.00";"11250.00";"床垫";"慕思.3D";"7198"
"MCD1-368标准弹簧床垫";"160*180*22";;"张";"0.00";"6400.00";"床垫";"慕思.3D";"3962"
"MCD3-003床垫";"200*200*30";;"张";"14707.00";"46300.00";"床垫";"慕思.3D";"940"
"MCD2-002大独立筒弹簧床垫";"180*200*27";;"张";"0.00";"0.00";"床垫";"慕思.3D";"8213"
"MCD2-001A床垫";"180*200*28";;"张";"5381.00";"19900.00";"床垫";"慕思.3D";"8314"
"MCD2-818床垫";"150*200*27";;"张";"5764.00";"18660.00";"床垫";"慕思.3D";"5600"
"MCD1-555床垫";"200*220*27";;"张";"5486.00";"18030.00";"床垫";"慕思.3D";"51"
"MCD1-002床垫";"200*200*26";;"张";"3842.00";"12100.00";"床垫";"慕思.3D";"930"
"MCD2-233B床垫";"180*200*25";;"张";"7342.00";"23100.00";"床垫";"慕思.3D";"2074"
"MCD3-828床垫";"150*200*25";;"张";"10626.00";"34700.00";"床垫";"慕思.3D";"4118"
"MCD1-238大独立筒弹簧床垫";"200*200*28";;"张";"0.00";"12535.00";"床垫";"慕思.3D";"5265"
"MCD1-108床垫";"150*200*10";;"张";"3579.00";"11250.00";"床垫";"慕思.3D";"1735"
"MCD1-368标准弹簧床垫";"150*200*20";;"张";"1448.00";"5700.00";"床垫";"慕思.3D";"3147"
"MCD1-368A床垫";"180*200*25";;"张";"2160.00";"6900.00";"床垫";"慕思.3D";"8308"
"MCD2-233A床垫";"180*200*23";"床头2个角改弧度";"张";"0.00";"24199.00";"床垫";"慕思.3D";"3828"
"MCD1-222大独立筒弹簧床垫";"180*200*22";;"张";"2458.00";"8299.00";"床垫";"慕思.3D";"1747"
"MCD1-368标准弹簧床垫";"150*185*25";;"张";"0.00";"5700.00";"床垫";"慕思.3D";"7315"
"MCD1-188上层柔垫";"120*200*10";;"张";"1820.00";"5200.00";"床垫";"慕思.3D";"2160"
"MCD2-858A床垫";"180*200*24";;"张";"0.00";"19888.00";"床垫";"慕思.3D";"6104"
"MCD2-858床垫";"180*210*24";;"张";"0.00";"22871.00";"床垫";"慕思.3D";"6657"
"MCD1-238大独立筒弹簧床垫";"175*200*24";;"张";"0.00";"10788.00";"床垫";"慕思.3D";"3810"
"MCD2-838床垫";"180*200*23";;"张";"10047.00";"31500.00";"床垫";"慕思.3D";"6113"
"MCD1-555床垫";"150*200*23";;"张";"0.00";"11800.00";"床垫";"慕思.3D";"7955"
"MCD2-958床垫";"180*200*25";;"张";"6090.00";"16888.00";"床垫";"慕思.3D";"1895"
"欧洲A款床垫";"180*200";;"张";"3843.00";"12682.00";"床垫";"慕思通配类";"1991"
"MKA1-065A床垫";"150*200*23";;"张";"0.00";"4347.00";"床垫";"慕思通配类";"8197"
"MZZ1-013五区独立筒弹簧床垫";"180*200*30";;"张";"0.00";"33999.00";"床垫";"慕思通配类";"6853"
"M-618/大独立筒弹簧床垫";"150*200*25";"活动款";"张";"2939.00";"8250.00";"床垫";"慕思通配类";"1737"
"钻石款床垫";"180*200";;"张";"0.00";"11980.00";"床垫";"慕思通配类";"8095"
"爱的宣言床垫";"180*200*25";"活动款";"张";"2680.00";"10324.00";"床垫";"慕思通配类";"3139"
"MZZ1-010大独立筒弹簧床垫";"150*200*26";;"张";"0.00";"11805.00";"床垫";"慕思通配类";"6429"
"伯爵床垫";"180*200*23";;"张";"0.00";"0.00";"床垫";"慕思通配类";"4774"
"M-618/大独立筒弹簧床垫";"180*200*25";;"张";"2939.00";"8250.00";"床垫";"慕思通配类";"1736"
"舒睡款床垫";"180*200*23";;"张";"0.00";"5749.00";"床垫";"慕思通配类";"8093"
"MZZ1-016大独立筒弹簧床垫";"180*200*28";;"张";"0.00";"13999.00";"床垫";"慕思通配类";"7399"
"MZZ1-010大独立筒弹簧床垫";"180*200*26";;"张";"0.00";"13888.00";"床垫";"慕思通配类";"6099"
"MZZ1-030/标准弹簧/床垫";"180*200*23";;"张";"0.00";"0.00";"床垫";"慕思通配类";"8220"
"睡货原力垫/大独立筒弹簧";"180*200*21";;"张";"0.00";"5800.00";"床垫";"慕思通配类";"6098"
"慕思321梦享纪念版床垫";"180*200*26";;"张";"1990.00";"7999.00";"床垫";"慕思通配类";"3133"
"MZZ1-022/大独立筒弹簧/床垫";"180*200*26";;"张";"0.00";"25900.00";"床垫";"慕思通配类";"8215"
"MZZ1-019床垫";"150*200*28";;"张";"0.00";"8499.00";"床垫";"慕思通配类";"8089"
"侯爵床垫";"180*200*23";;"张";"1234.00";"3180.00";"床垫";"慕思通配类";"3164"
"感恩大独立筒弹簧床垫";"150*200*25";;"张";"0.00";"10109.00";"床垫";"慕思通配类";"8068"
"MZZ5-006乳胶薄垫";"165*200*7";;"张";"0.00";"6180.00";"床垫";"慕思通配类";"7813"
"乳胶护脊床垫";"180*200*23";;"张";"0.00";"2700.00";"床垫";"慕思通配类";"8140"
"MZZ1-019床垫";"180*200*28";;"张";"0.00";"13888.00";"床垫";"慕思通配类";"7852"
"MZZ1-M2Plus大独立筒弹簧床垫";"150*200*27";;"张";"0.00";"9689.00";"床垫";"慕思通配类";"7348"
"感恩大独立筒弹簧床垫";"180*200*25";;"张";"0.00";"11893.00";"床垫";"慕思通配类";"8013"
"MZZ1-M2Plus大独立筒弹簧床垫";"180*200*27";;"张";"0.00";"11399.00";"床垫";"慕思通配类";"7243"
"M2大独立筒弹簧床垫";"150*200*28";;"张";"0.00";"8747.00";"床垫";"慕思通配类";"5317"
"MZZ1-001太空树脂球床垫";"180*200*28";;"张";"0.00";"22950.00";"床垫";"慕思通配类";"4872"
"欧洲A款床垫";"180*200*25";"欧洲之旅";"张";"3843.00";"12682.00";"床垫";"慕思通配类";"3166"
"M2大独立筒弹簧床垫";"180*200*28";;"张";"0.00";"10290.00";"床垫";"慕思通配类";"5311"
"MZZ1-013床垫";"180*200*30";;"张";"0.00";"33999.00";"床垫";"慕思通配类";"7021"
"KB-2展示架";"90*200";;"张";"0.00";"0.00";"床架";"慕思.凯奇";"4633"
"BCK1-210-D简爱底座床架";"150*200";"K2-A015/22/床脚12公分";"套";"0.00";"5418.00";"床架";"慕思.凯奇";"6288"
"BCK1-082马德里可调标准床架";"180*200";"A012/K-1+20";"套";"1896.00";"5518.00";"床架";"慕思.凯奇";"6604"
"BCK1-213维纳斯可调箱体床架";"180*200";"K2-K163/配K-1+20公分床垫";"套";"3280.00";"9795.00";"床架";"慕思.凯奇";"2369"
"BCK1-172-D3底座床架（右抽）";"150*200";"K114/20/外径尺寸：221*183";"套";"0.00";"11610.00";"床架";"慕思.凯奇";"6739"
"BCK1-099气压床架/旧款";"180*200";;"套";"0.00";"10162.00";"床架";"慕思.凯奇";"4159"
"BCK1-156瑞士可调标准床架";"180*200";"K096/K-1+30";"套";"3712.00";"11638.00";"床架";"慕思.凯奇";"6472"
"BCK1-081波塞冬可调标准床架";"180*200";"K2-KA060";"套";"1869.00";"5577.00";"床架";"慕思.凯奇";"8040"
"BCK1-218标准床架";"180*200";"K2-0007/K2-0003";"套";"3352.00";"10506.00";"床架";"慕思.凯奇";"7233"
"BCK1-210简爱底座床架";"180*200";"K2-K114";"套";"2541.00";"6299.00";"床架";"慕思.凯奇";"1918"
"BCK1-172-D2底座床架";"180*200";"K2-K114";"套";"0.00";"10750.00";"床架";"慕思.凯奇";"5884"
"BCK1-095考伊斯可调标准床架";"180*200";"K-A050/K-8+16公分床垫";"套";"0.00";"0.00";"床架";"慕思.凯奇";"4256"
"BCK1-082马德里可调标准床架";"180*200";"K2-A012/配K-1+25公分床垫";"套";"1896.00";"5518.00";"床架";"慕思.凯奇";"2714"
"BCK1-172C底座床架";"180*200";"新右/K114/27公分床垫";"套";"0.00";"10238.00";"床架";"慕思.凯奇";"4380"
"BCK1-117阿忒拉斯可调标准床架";"180*200";"A050/K-1+20公分床垫";"套";"3623.00";"11355.00";"床架";"慕思.凯奇";"4352"
"BCK1-082马德里可调标准床架";"180*200";"K2-0004/床脚11公分";"套";"1896.00";"5518.00";"床架";"慕思.凯奇";"8421"
"BCK1-198纵横驰骋可调标准床架";"180*200";"K2-0002/K2-0003";"套";"4035.00";"13380.00";"床架";"慕思.凯奇";"7913"
"BCK1-093哈得斯可调标准床架";"180*200";"B款/K096/K-1+25";"套";"2818.00";"8832.00";"床架";"慕思.凯奇";"5670"
"BCK1-205银元宝可调标准床架";"180*200";"K2-A012/K3-K151";"套";"3881.00";"12168.00";"床架";"慕思.凯奇";"7288"
"BCK1-156瑞士可调箱体床架";"180*200";"K096";"套";"4346.00";"13627.00";"床架";"慕思.凯奇";"4207"
"BCK1-082马德里气压箱体床架";"180*200";"K3-A034/K-1+23公分床垫";"套";"2995.00";"8686.00";"床架";"慕思.凯奇";"3176"
"BCK1-223可调箱体床架";"150*200";"K2-0010/K2-0011/K-1+25";"套";"0.00";"8870.00";"床架";"慕思.凯奇";"5991"
"BCK1-230标准床架";"180*200";"K2-K134";"套";"2696.00";"7708.00";"床架";"慕思.凯奇";"8004"
"BCK1-172-D4底座床架";"180*200";"K114/22";"套";"0.00";"11731.00";"床架";"慕思.凯奇";"6236"
"BCK1-210简爱底座床架";"180*200";"K134";"套";"2541.00";"6299.00";"床架";"慕思.凯奇";"7114"
"BCK1-172俄罗斯方块可调标准床架";"180*200";"K2-K114/配K-1+25公分床垫";"套";"2764.00";"8250.00";"床架";"慕思.凯奇";"2735"
"BCK1-082马德里可调标准床架";"150*200";"B款/外框尺寸是183*224/A034/K-1+23公分床垫";"套";"1792.00";"6251.00";"床架";"慕思.凯奇";"4300"
"BCK1-222A底座床架";"180*200";"K2-0003/K2-0007/24";"套";"2405.00";"6870.00";"床架";"慕思.凯奇";"6046"
"BCK1-213维纳斯可调标准床架";"180*200";"K121/配K-1+24公分床垫";"套";"2646.00";"7901.00";"床架";"慕思.凯奇";"3894"
"BCK1-183帝王风范可调箱体床架";"180*200";"K2-K121/配K-1+25公分床垫";"套";"4215.00";"12583.00";"床架";"慕思.凯奇";"3579"
"BCK1-117阿忒拉斯可调箱体床架";"180*200";"K3-K096/配K-1+25公分床垫";"套";"4257.00";"12707.00";"床架";"慕思.凯奇";"3982"
"BCK1-093哈得斯可调箱体床架";"180*200";"K3-A034面料/K-1+25公分床垫";"套";"3452.00";"10820.00";"床架";"慕思.凯奇";"1741"
"BCK1-207伦敦桥可调箱体床架";"180*200";"K2-KA050/配K-6+22公分床垫";"套";"2503.90";"8412.00";"床架";"慕思.凯奇";"2803"
"BCK1-093哈得斯气压箱体床架";"150*200";"K108/K-1+24公分床垫";"套";"3450.00";"10229.00";"床架";"慕思.凯奇";"4134"
"BCK1-213维纳斯可调标准床架";"180*200";"K096";"套";"2646.00";"8296.00";"床架";"慕思.凯奇";"6762"
"BCK1-117阿忒拉斯气压箱体床架";"180*200";"K2-0017";"套";"4721.00";"14798.00";"床架";"慕思.凯奇";"7736"
"BCK1-172-D1底座床架";"180*200";"K114";"套";"0.00";"9769.00";"床架";"慕思.凯奇";"7122"
"BCK1-156瑞士可调标准床架";"180*200";"K3-K096/K-1+16公分床垫";"套";"3712.00";"11638.00";"床架";"慕思.凯奇";"4107"
"BCK1-093哈得斯可调箱体床架";"180*200";"K096/K-1+28";"套";"3452.00";"10820.00";"床架";"慕思.凯奇";"6183"
"BCK1-081波塞冬可调标准床架";"180*200";"A011/K-1+25";"套";"1869.00";"5856.00";"床架";"慕思.凯奇";"6014"
"BCK1-218标准床架";"180*200";"K2-0007/K2-0003/配212电动床";"套";"3352.00";"10506.00";"床架";"慕思.凯奇";"6114"
"BCK1-223可调标准床架";"180*200";"K2-0003/K2-0007/A款/床脚11公分";"套";"2510.00";"7866.00";"床架";"慕思.凯奇";"7977"
"BCK1-082马德里可调标准床架";"180*200";"K3-K096/配K-1+20公分床垫";"套";"1896.00";"5255.00";"床架";"慕思.凯奇";"2046"
"BCK1-082马德里可调标准床架";"180*200";"K2-0012";"套";"1896.00";"5518.00";"床架";"慕思.凯奇";"7911"
"BCK1-198纵横驰骋可调标准床架";"180*200";"K134/K135/K-1+27/床脚10公分";"套";"4035.00";"13838.00";"床架";"慕思.凯奇";"6063"
"BCK1-093哈得斯可调标准床架";"180*200";"A012色/K-1+23公分";"套";"2818.00";"8411.00";"床架";"慕思.凯奇";"3974"
"BCK1-156瑞士可调标准床架";"180*200";"K2-K121";"套";"3712.00";"11638.00";"床架";"慕思.凯奇";"7947"
"BCK1-093哈得斯箱体床架";"180*200";"K3-A034/配K-1+24公分床垫";"套";"3452.00";"10305.00";"床架";"慕思.凯奇";"2353"
"BCK1-219标准床架";"180*200";"K2-K0004/K2-K0005/K-1+24";"套";"4035.00";"12606.00";"床架";"慕思.凯奇";"5190"
"BCK1-210简爱底座床架";"180*200";"K114/20公分床垫";"套";"2541.00";"6299.00";"床架";"慕思.凯奇";"5307"
"BCK1-082马德里可调标准床架";"180*200";"K135色/K-1+25公分床垫";"套";"1896.00";"5255.00";"床架";"慕思.凯奇";"4029"
"BCK1-213维纳斯可调标准床架";"180*200";"K3-K096/配K-1+25公分床垫";"套";"2646.00";"8296.00";"床架";"慕思.凯奇";"2049"
"BCK1-117阿忒拉斯可调标准床架";"150*200";"K2-KA060";"套";"0.00";"10220.00";"床架";"慕思.凯奇";"7698"
"BCK1-082马德里可调箱体床架";"180*200";"A012";"套";"2531.00";"7665.00";"床架";"慕思.凯奇";"5580"
"BCK1-198纵横驰骋气压箱体床架";"180*200";"K2-K134/配K-1+20公分床垫";"套";"5133.00";"16023.00";"床架";"慕思.凯奇";"3340"
"BCK1-093哈得斯可调标准床架";"180*200";"A034/床脚11公分";"套";"2818.00";"8832.00";"床架";"慕思.凯奇";"7433"
"BCK1-156瑞士气压箱体床架";"180*200";"K3-K096/K-1+22公分床垫";"套";"4810.00";"15082.00";"床架";"慕思.凯奇";"4541"
"BCK1-082马德里气压箱体床架";"150*200";"K2-KA060";"套";"2705.00";"8208.00";"床架";"慕思.凯奇";"7158"
